link_stats_id, link_id, timestamp, PacketsReceived, PacketsSent, BytesReceived, BytesSent, PacketsRxDropped, PacketsTxDropped, PacketsRxErrors, PacketsTxErrors
of:0000000000000010_2_2024-08-05 14:11:42,of:0000000000000010_2,2024-08-05 14:11:42,9821487.0,10707285.0,936134806.0,1059963198.0,0.0,0.0,0.0,0.0
of:0000000000000011_1_2024-08-05 14:11:42,of:0000000000000011_1,2024-08-05 14:11:42,9371063.0,9369178.0,928186000.0,928983496.0,0.0,0.0,0.0,0.0
of:0000000000000011_2_2024-08-05 14:11:42,of:0000000000000011_2,2024-08-05 14:11:42,7070623.0,7956479.0,671000230.0,794834950.0,0.0,0.0,0.0,0.0
of:0000000000000011_3_2024-08-05 14:11:42,of:0000000000000011_3,2024-08-05 14:11:42,1415072.0,2301111.0,134267292.0,258115018.0,0.0,0.0,0.0,0.0
of:0000000000000014_1_2024-08-05 14:11:42,of:0000000000000014_1,2024-08-05 14:11:42,7971398.0,7956652.0,813049538.0,794937106.0,0.0,0.0,0.0,0.0
of:0000000000000014_2_2024-08-05 14:11:42,of:0000000000000014_2,2024-08-05 14:11:42,7072758.0,7971396.0,671192406.0,813932588.0,0.0,0.0,0.0,0.0
of:0000000000000015_1_2024-08-05 14:11:42,of:0000000000000015_1,2024-08-05 14:11:42,3717416.0,3715323.0,391566238.0,392350658.0,0.0,0.0,0.0,0.0
of:0000000000000015_2_2024-08-05 14:11:42,of:0000000000000015_2,2024-08-05 14:11:42,1416339.0,2302383.0,134351362.0,258197170.0,0.0,0.0,0.0,0.0
of:0000000000000015_3_2024-08-05 14:11:42,of:0000000000000015_3,2024-08-05 14:11:42,1415504.0,2301596.0,134283476.0,258131832.0,0.0,0.0,0.0,0.0
of:0000000000000012_1_2024-08-05 14:11:42,of:0000000000000012_1,2024-08-05 14:11:42,2313988.0,2299192.0,276136632.0,258020995.0,0.0,0.0,0.0,0.0
of:0000000000000012_2_2024-08-05 14:11:42,of:0000000000000012_2,2024-08-05 14:11:42,1415300.0,2313990.0,134276435.0,277019962.0,0.0,0.0,0.0,0.0
of:0000000000000013_1_2024-08-05 14:11:42,of:0000000000000013_1,2024-08-05 14:11:42,9377083.0,9386991.0,928601898.0,946950304.0,0.0,0.0,0.0,0.0
of:0000000000000013_2_2024-08-05 14:11:42,of:0000000000000013_2,2024-08-05 14:11:42,7088391.0,7962453.0,688966016.0,795249532.0,0.0,0.0,0.0,0.0
of:0000000000000013_3_2024-08-05 14:11:42,of:0000000000000013_3,2024-08-05 14:11:42,1415117.0,2301057.0,134268258.0,258106058.0,0.0,0.0,0.0,0.0
of:0000000000000018_1_2024-08-05 14:11:42,of:0000000000000018_1,2024-08-05 14:11:42,3716763.0,3714625.0,391517812.0,392299306.0,0.0,0.0,0.0,0.0
of:0000000000000018_2_2024-08-05 14:11:42,of:0000000000000018_2,2024-08-05 14:11:42,1415808.0,2301372.0,134311000.0,258123320.0,0.0,0.0,0.0,0.0
of:0000000000000018_3_2024-08-05 14:11:42,of:0000000000000018_3,2024-08-05 14:11:42,1415362.0,2300948.0,134275216.0,258089132.0,0.0,0.0,0.0,0.0
of:0000000000000019_1_2024-08-05 14:11:42,of:0000000000000019_1,2024-08-05 14:11:42,3728945.0,3726792.0,409102646.0,409882390.0,0.0,0.0,0.0,0.0
of:0000000000000019_2_2024-08-05 14:11:42,of:0000000000000019_2,2024-08-05 14:11:42,1427713.0,2301450.0,151875459.0,258134052.0,0.0,0.0,0.0,0.0
of:0000000000000019_3_2024-08-05 14:11:42,of:0000000000000019_3,2024-08-05 14:11:42,1415648.0,2313076.0,134294933.0,275664184.0,0.0,0.0,0.0,0.0
of:0000000000000016_1_2024-08-05 14:11:42,of:0000000000000016_1,2024-08-05 14:11:42,3717045.0,3714950.0,391549536.0,392333508.0,0.0,0.0,0.0,0.0
of:0000000000000016_2_2024-08-05 14:11:42,of:0000000000000016_2,2024-08-05 14:11:42,1416021.0,2302067.0,134336858.0,258183114.0,0.0,0.0,0.0,0.0
of:0000000000000016_3_2024-08-05 14:11:42,of:0000000000000016_3,2024-08-05 14:11:42,1415447.0,2301541.0,134280690.0,258129186.0,0.0,0.0,0.0,0.0
of:0000000000000017_1_2024-08-05 14:11:42,of:0000000000000017_1,2024-08-05 14:11:42,3717466.0,3715372.0,391565538.0,392351708.0,0.0,0.0,0.0,0.0
of:0000000000000017_2_2024-08-05 14:11:42,of:0000000000000017_2,2024-08-05 14:11:42,1416295.0,2302343.0,134349066.0,258193334.0,0.0,0.0,0.0,0.0
of:0000000000000017_3_2024-08-05 14:11:42,of:0000000000000017_3,2024-08-05 14:11:42,1415593.0,2301684.0,134286542.0,258134828.0,0.0,0.0,0.0,0.0
of:000000000000001a_1_2024-08-05 14:11:42,of:000000000000001a_1,2024-08-05 14:11:42,3716195.0,3714086.0,391495440.0,392277172.0,0.0,0.0,0.0,0.0
of:000000000000001a_2_2024-08-05 14:11:42,of:000000000000001a_2,2024-08-05 14:11:42,1415422.0,2301499.0,134293248.0,258143214.0,0.0,0.0,0.0,0.0
of:000000000000001a_3_2024-08-05 14:11:42,of:000000000000001a_3,2024-08-05 14:11:42,1415179.0,2301298.0,134267810.0,258118868.0,0.0,0.0,0.0,0.0
of:000000000000001d_1_2024-08-05 14:11:42,of:000000000000001d_1,2024-08-05 14:11:42,3716495.0,3714354.0,391506304.0,392287420.0,0.0,0.0,0.0,0.0
of:000000000000001d_2_2024-08-05 14:11:42,of:000000000000001d_2,2024-08-05 14:11:42,1415432.0,2301541.0,134293752.0,258143830.0,0.0,0.0,0.0,0.0
of:000000000000001d_3_2024-08-05 14:11:42,of:000000000000001d_3,2024-08-05 14:11:42,1415440.0,2301556.0,134277708.0,258129060.0,0.0,0.0,0.0,0.0
of:000000000000001e_1_2024-08-05 14:11:42,of:000000000000001e_1,2024-08-05 14:11:42,3727979.0,3726769.0,409061244.0,411193188.0,0.0,0.0,0.0,0.0
of:000000000000001e_2_2024-08-05 14:11:42,of:000000000000001e_2,2024-08-05 14:11:42,1427853.0,2301207.0,153192114.0,258137612.0,0.0,0.0,0.0,0.0
of:000000000000001e_3_2024-08-05 14:11:42,of:000000000000001e_3,2024-08-05 14:11:42,1415433.0,2313376.0,134285044.0,275690358.0,0.0,0.0,0.0,0.0
of:000000000000001b_1_2024-08-05 14:11:42,of:000000000000001b_1,2024-08-05 14:11:42,3716203.0,3714093.0,391494936.0,392275618.0,0.0,0.0,0.0,0.0
of:000000000000001b_2_2024-08-05 14:11:42,of:000000000000001b_2,2024-08-05 14:11:42,1415376.0,2301448.0,134290840.0,258140316.0,0.0,0.0,0.0,0.0
of:000000000000001b_3_2024-08-05 14:11:42,of:000000000000001b_3,2024-08-05 14:11:42,1415232.0,2301352.0,134268748.0,258120576.0,0.0,0.0,0.0,0.0
of:000000000000001c_1_2024-08-05 14:11:42,of:000000000000001c_1,2024-08-05 14:11:42,3716196.0,3714079.0,391493858.0,392274946.0,0.0,0.0,0.0,0.0
of:000000000000001c_2_2024-08-05 14:11:42,of:000000000000001c_2,2024-08-05 14:11:42,1415243.0,2301321.0,134284806.0,258134674.0,0.0,0.0,0.0,0.0
of:000000000000001c_3_2024-08-05 14:11:42,of:000000000000001c_3,2024-08-05 14:11:42,1415348.0,2301475.0,134273872.0,258125742.0,0.0,0.0,0.0,0.0
of:000000000000001f_1_2024-08-05 14:11:42,of:000000000000001f_1,2024-08-05 14:11:42,3715386.0,3713720.0,391443502.0,392257068.0,0.0,0.0,0.0,0.0
of:000000000000001f_2_2024-08-05 14:11:42,of:000000000000001f_2,2024-08-05 14:11:42,1415331.0,2300980.0,134287634.0,258106240.0,0.0,0.0,0.0,0.0
of:000000000000001f_3_2024-08-05 14:11:42,of:000000000000001f_3,2024-08-05 14:11:42,1414912.0,2300596.0,134253824.0,258075020.0,0.0,0.0,0.0,0.0
of:0000000000000021_1_2024-08-05 14:11:42,of:0000000000000021_1,2024-08-05 14:11:42,3715815.0,3714125.0,391461464.0,392274526.0,0.0,0.0,0.0,0.0
of:0000000000000021_2_2024-08-05 14:11:42,of:0000000000000021_2,2024-08-05 14:11:42,1415301.0,2300977.0,134286654.0,258106758.0,0.0,0.0,0.0,0.0
of:0000000000000021_3_2024-08-05 14:11:42,of:0000000000000021_3,2024-08-05 14:11:42,1415339.0,2301021.0,134271758.0,258093430.0,0.0,0.0,0.0,0.0
of:0000000000000022_1_2024-08-05 14:11:42,of:0000000000000022_1,2024-08-05 14:11:42,3715141.0,3713483.0,391430888.0,392245686.0,0.0,0.0,0.0,0.0
of:0000000000000022_2_2024-08-05 14:11:42,of:0000000000000022_2,2024-08-05 14:11:42,1415214.0,2300858.0,134281852.0,258100024.0,0.0,0.0,0.0,0.0
of:0000000000000022_3_2024-08-05 14:11:42,of:0000000000000022_3,2024-08-05 14:11:42,1414784.0,2300471.0,134247664.0,258068762.0,0.0,0.0,0.0,0.0
of:0000000000000020_1_2024-08-05 14:11:42,of:0000000000000020_1,2024-08-05 14:11:42,3715236.0,3713564.0,391437202.0,392250040.0,0.0,0.0,0.0,0.0
of:0000000000000020_2_2024-08-05 14:11:42,of:0000000000000020_2,2024-08-05 14:11:42,1415003.0,2300668.0,134273578.0,258093052.0,0.0,0.0,0.0,0.0
of:0000000000000020_3_2024-08-05 14:11:42,of:0000000000000020_3,2024-08-05 14:11:42,1415079.0,2300761.0,134260502.0,258082034.0,0.0,0.0,0.0,0.0
of:0000000000000025_1_2024-08-05 14:11:42,of:0000000000000025_1,2024-08-05 14:11:42,3715323.0,3713360.0,391445040.0,392239288.0,0.0,0.0,0.0,0.0
of:0000000000000025_2_2024-08-05 14:11:42,of:0000000000000025_2,2024-08-05 14:11:42,1415294.0,2301215.0,134284792.0,258121374.0,0.0,0.0,0.0,0.0
of:0000000000000025_3_2024-08-05 14:11:42,of:0000000000000025_3,2024-08-05 14:11:42,1414584.0,2300528.0,134238536.0,258076868.0,0.0,0.0,0.0,0.0
of:0000000000000003_1_2024-08-05 14:11:42,of:0000000000000003_1,2024-08-05 14:11:42,40543860.0,40524446.0,3948055677.0,3919692479.0,0.0,0.0,0.0,0.0
of:0000000000000003_2_2024-08-05 14:11:42,of:0000000000000003_2,2024-08-05 14:11:42,33354967.0,33356737.0,3224633528.0,3226024174.0,0.0,0.0,0.0,0.0
of:0000000000000003_3_2024-08-05 14:11:42,of:0000000000000003_3,2024-08-05 14:11:42,27692154.0,27711510.0,2689882507.0,2716920375.0,0.0,0.0,0.0,0.0
of:0000000000000003_4_2024-08-05 14:11:42,of:0000000000000003_4,2024-08-05 14:11:42,3713720.0,3715386.0,392257068.0,391443502.0,0.0,0.0,0.0,0.0
of:0000000000000003_5_2024-08-05 14:11:42,of:0000000000000003_5,2024-08-05 14:11:42,3713563.0,3715235.0,392249942.0,391437104.0,0.0,0.0,0.0,0.0
of:0000000000000003_6_2024-08-05 14:11:42,of:0000000000000003_6,2024-08-05 14:11:42,3714125.0,3715815.0,392274526.0,391461464.0,0.0,0.0,0.0,0.0
of:0000000000000003_7_2024-08-05 14:11:42,of:0000000000000003_7,2024-08-05 14:11:42,3713483.0,3715141.0,392245686.0,391430888.0,0.0,0.0,0.0,0.0
of:0000000000000003_8_2024-08-05 14:11:42,of:0000000000000003_8,2024-08-05 14:11:42,3714338.0,3716009.0,392283220.0,391467708.0,0.0,0.0,0.0,0.0
of:0000000000000026_1_2024-08-05 14:11:42,of:0000000000000026_1,2024-08-05 14:11:42,3715425.0,3713484.0,391449688.0,392242424.0,0.0,0.0,0.0,0.0
of:0000000000000026_2_2024-08-05 14:11:42,of:0000000000000026_2,2024-08-05 14:11:42,1415014.0,2300927.0,134272052.0,258108746.0,0.0,0.0,0.0,0.0
of:0000000000000026_3_2024-08-05 14:11:42,of:0000000000000026_3,2024-08-05 14:11:42,1414989.0,2300919.0,134254622.0,258093934.0,0.0,0.0,0.0,0.0
of:0000000000000004_1_2024-08-05 14:11:42,of:0000000000000004_1,2024-08-05 14:11:42,33356746.0,33354976.0,3226025056.0,3224634410.0,0.0,0.0,0.0,0.0
of:0000000000000004_2_2024-08-05 14:11:42,of:0000000000000004_2,2024-08-05 14:11:42,17874188.0,17889589.0,1751475661.0,1771811400.0,0.0,0.0,0.0,0.0
of:0000000000000004_3_2024-08-05 14:11:42,of:0000000000000004_3,2024-08-05 14:11:42,3713847.0,3715808.0,392259882.0,391466278.0,0.0,0.0,0.0,0.0
of:0000000000000004_4_2024-08-05 14:11:42,of:0000000000000004_4,2024-08-05 14:11:42,3713360.0,3715323.0,392239288.0,391445040.0,0.0,0.0,0.0,0.0
of:0000000000000004_5_2024-08-05 14:11:42,of:0000000000000004_5,2024-08-05 14:11:42,3713485.0,3715426.0,392242522.0,391449786.0,0.0,0.0,0.0,0.0
of:0000000000000004_6_2024-08-05 14:11:42,of:0000000000000004_6,2024-08-05 14:11:42,3726649.0,3715846.0,411172288.0,391475169.0,0.0,0.0,0.0,0.0
of:0000000000000004_7_2024-08-05 14:11:42,of:0000000000000004_7,2024-08-05 14:11:42,7877824.0,7879722.0,791533624.0,790736170.0,0.0,0.0,0.0,0.0
of:0000000000000001_1_2024-08-05 14:11:42,of:0000000000000001_1,2024-08-05 14:11:42,30609122.0,30608113.0,2959754789.0,2959707297.0,0.0,0.0,0.0,0.0
of:0000000000000001_2_2024-08-05 14:11:42,of:0000000000000001_2,2024-08-05 14:11:42,16456476.0,16458232.0,1617053246.0,1617136006.0,0.0,0.0,0.0,0.0
of:0000000000000001_3_2024-08-05 14:11:42,of:0000000000000001_3,2024-08-05 14:11:42,3715323.0,3717416.0,392350658.0,391566238.0,0.0,0.0,0.0,0.0
of:0000000000000001_4_2024-08-05 14:11:42,of:0000000000000001_4,2024-08-05 14:11:42,3714952.0,3717047.0,392333704.0,391549732.0,0.0,0.0,0.0,0.0
of:0000000000000001_5_2024-08-05 14:11:42,of:0000000000000001_5,2024-08-05 14:11:42,3715372.0,3717466.0,392351708.0,391565538.0,0.0,0.0,0.0,0.0
of:0000000000000001_6_2024-08-05 14:11:42,of:0000000000000001_6,2024-08-05 14:11:42,3714628.0,3716766.0,392299600.0,391518106.0,0.0,0.0,0.0,0.0
of:0000000000000001_7_2024-08-05 14:11:42,of:0000000000000001_7,2024-08-05 14:11:42,3726801.0,3728954.0,409883356.0,409103610.0,0.0,0.0,0.0,0.0
of:0000000000000023_1_2024-08-05 14:11:42,of:0000000000000023_1,2024-08-05 14:11:42,3716010.0,3714339.0,391467806.0,392283318.0,0.0,0.0,0.0,0.0
of:0000000000000023_2_2024-08-05 14:11:42,of:0000000000000023_2,2024-08-05 14:11:42,1415588.0,2301251.0,134298120.0,258117398.0,0.0,0.0,0.0,0.0
of:0000000000000023_3_2024-08-05 14:11:42,of:0000000000000023_3,2024-08-05 14:11:42,1415266.0,2300952.0,134269028.0,258090476.0,0.0,0.0,0.0,0.0
of:0000000000000024_1_2024-08-05 14:11:42,of:0000000000000024_1,2024-08-05 14:11:42,3715807.0,3713846.0,391466180.0,392259784.0,0.0,0.0,0.0,0.0
of:0000000000000024_2_2024-08-05 14:11:42,of:0000000000000024_2,2024-08-05 14:11:42,1415485.0,2301401.0,134292842.0,258129718.0,0.0,0.0,0.0,0.0
of:0000000000000024_3_2024-08-05 14:11:42,of:0000000000000024_3,2024-08-05 14:11:42,1414875.0,2300827.0,134250758.0,258089790.0,0.0,0.0,0.0,0.0
of:0000000000000002_1_2024-08-05 14:11:42,of:0000000000000002_1,2024-08-05 14:11:42,30608126.0,30609133.0,2959708597.0,2959755811.0,0.0,0.0,0.0,0.0
of:0000000000000002_2_2024-08-05 14:11:42,of:0000000000000002_2,2024-08-05 14:11:42,40524474.0,40543886.0,3919695249.0,3948058169.0,0.0,0.0,0.0,0.0
of:0000000000000002_3_2024-08-05 14:11:42,of:0000000000000002_3,2024-08-05 14:11:42,13661284.0,13644956.0,1395910140.0,1369001604.0,0.0,0.0,0.0,0.0
of:0000000000000002_4_2024-08-05 14:11:42,of:0000000000000002_4,2024-08-05 14:11:42,3714087.0,3716196.0,392277270.0,391495538.0,0.0,0.0,0.0,0.0
of:0000000000000002_5_2024-08-05 14:11:42,of:0000000000000002_5,2024-08-05 14:11:42,3714097.0,3716205.0,392276094.0,391495132.0,0.0,0.0,0.0,0.0
of:0000000000000002_6_2024-08-05 14:11:42,of:0000000000000002_6,2024-08-05 14:11:42,3714082.0,3716197.0,392275324.0,391493956.0,0.0,0.0,0.0,0.0
of:0000000000000002_7_2024-08-05 14:11:42,of:0000000000000002_7,2024-08-05 14:11:42,3714357.0,3716496.0,392287798.0,391506402.0,0.0,0.0,0.0,0.0
of:0000000000000002_8_2024-08-05 14:11:42,of:0000000000000002_8,2024-08-05 14:11:42,3726769.0,3727979.0,411193188.0,409061244.0,0.0,0.0,0.0,0.0
of:0000000000000007_1_2024-08-05 14:11:42,of:0000000000000007_1,2024-08-05 14:11:42,27711510.0,27692154.0,2716920375.0,2689882507.0,0.0,0.0,0.0,0.0
of:0000000000000007_2_2024-08-05 14:11:42,of:0000000000000007_2,2024-08-05 14:11:42,9386298.0,9406320.0,949456309.0,975658599.0,0.0,0.0,0.0,0.0
of:0000000000000007_3_2024-08-05 14:11:42,of:0000000000000007_3,2024-08-05 14:11:42,10705378.0,10707281.0,1059879268.0,1059079700.0,0.0,0.0,0.0,0.0
of:0000000000000007_4_2024-08-05 14:11:42,of:0000000000000007_4,2024-08-05 14:11:42,9369174.0,9371059.0,928983104.0,928185608.0,0.0,0.0,0.0,0.0
of:0000000000000008_1_2024-08-05 14:11:42,of:0000000000000008_1,2024-08-05 14:11:42,17889589.0,17874188.0,1771811400.0,1751475661.0,0.0,0.0,0.0,0.0
of:0000000000000008_2_2024-08-05 14:11:42,of:0000000000000008_2,2024-08-05 14:11:42,2299192.0,2313988.0,258020995.0,276136632.0,0.0,0.0,0.0,0.0
of:0000000000000008_3_2024-08-05 14:11:42,of:0000000000000008_3,2024-08-05 14:11:42,9386992.0,9377084.0,946950402.0,928601996.0,0.0,0.0,0.0,0.0
of:0000000000000008_4_2024-08-05 14:11:42,of:0000000000000008_4,2024-08-05 14:11:42,7956652.0,7971398.0,794937106.0,813049538.0,0.0,0.0,0.0,0.0
of:0000000000000005_1_2024-08-05 14:11:42,of:0000000000000005_1,2024-08-05 14:11:42,16458227.0,16456471.0,1617135516.0,1617052756.0,0.0,0.0,0.0,0.0
of:0000000000000005_2_2024-08-05 14:11:42,of:0000000000000005_2,2024-08-05 14:11:42,7968593.0,7958893.0,811600062.0,794148133.0,0.0,0.0,0.0,0.0
of:0000000000000005_3_2024-08-05 14:11:42,of:0000000000000005_3,2024-08-05 14:11:42,9371693.0,9385624.0,929183018.0,945955869.0,0.0,0.0,0.0,0.0
of:0000000000000005_4_2024-08-05 14:11:42,of:0000000000000005_4,2024-08-05 14:11:42,3714134.0,3716268.0,392273000.0,391490388.0,0.0,0.0,0.0,0.0
of:0000000000000027_1_2024-08-05 14:11:42,of:0000000000000027_1,2024-08-05 14:11:42,3715847.0,3726650.0,391475267.0,411172386.0,0.0,0.0,0.0,0.0
of:0000000000000027_2_2024-08-05 14:11:42,of:0000000000000027_2,2024-08-05 14:11:42,1415281.0,2301189.0,134282482.0,258119666.0,0.0,0.0,0.0,0.0
of:0000000000000027_3_2024-08-05 14:11:42,of:0000000000000027_3,2024-08-05 14:11:42,1427884.0,2301082.0,153173790.0,258109139.0,0.0,0.0,0.0,0.0
of:0000000000000006_1_2024-08-05 14:11:42,of:0000000000000006_1,2024-08-05 14:11:42,13644953.0,13661279.0,1369001310.0,1395909568.0,0.0,0.0,0.0,0.0
of:0000000000000006_2_2024-08-05 14:11:42,of:0000000000000006_2,2024-08-05 14:11:42,3713777.0,3727732.0,392265881.0,409037058.0,0.0,0.0,0.0,0.0
of:0000000000000006_3_2024-08-05 14:11:42,of:0000000000000006_3,2024-08-05 14:11:42,3758006.0,3716485.0,457128480.0,391533945.0,0.0,0.0,0.0,0.0
of:0000000000000006_4_2024-08-05 14:11:42,of:0000000000000006_4,2024-08-05 14:11:42,7958199.0,7974035.0,794951703.0,814437425.0,0.0,0.0,0.0,0.0
of:0000000000000028_1_2024-08-05 14:11:42,of:0000000000000028_1,2024-08-05 14:11:42,7879721.0,7877823.0,790736072.0,791533526.0,0.0,0.0,0.0,0.0
of:0000000000000028_2_2024-08-05 14:11:42,of:0000000000000028_2,2024-08-05 14:11:42,1415160.0,2301062.0,134276588.0,258113324.0,0.0,0.0,0.0,0.0
of:0000000000000028_3_2024-08-05 14:11:42,of:0000000000000028_3,2024-08-05 14:11:42,5579180.0,6465081.0,533540908.0,657376090.0,0.0,0.0,0.0,0.0
of:0000000000000009_1_2024-08-05 14:11:42,of:0000000000000009_1,2024-08-05 14:11:42,7958893.0,7968593.0,794148133.0,811600062.0,0.0,0.0,0.0,0.0
of:0000000000000009_2_2024-08-05 14:11:42,of:0000000000000009_2,2024-08-05 14:11:42,1427050.0,2300878.0,151836028.0,257217755.0,0.0,0.0,0.0,0.0
of:0000000000000009_3_2024-08-05 14:11:42,of:0000000000000009_3,2024-08-05 14:11:42,5658074.0,6543725.0,536933500.0,659868458.0,0.0,0.0,0.0,0.0
of:000000000000000c_1_2024-08-05 14:12:43,of:000000000000000c_1,2024-08-05 14:12:43,3727898.0,3713943.0,409054462.0,392283325.0,0.0,0.0,0.0,0.0
of:000000000000000c_2_2024-08-05 14:12:43,of:000000000000000c_2,2024-08-05 14:12:43,1415095.0,2301246.0,134271478.0,258127268.0,0.0,0.0,0.0,0.0
of:000000000000000c_3_2024-08-05 14:12:43,of:000000000000000c_3,2024-08-05 14:12:43,1415324.0,2313296.0,134290147.0,275699560.0,0.0,0.0,0.0,0.0
of:000000000000000d_1_2024-08-05 14:12:43,of:000000000000000d_1,2024-08-05 14:12:43,3716648.0,3758169.0,391551223.0,457145798.0,0.0,0.0,0.0,0.0
of:000000000000000d_2_2024-08-05 14:12:43,of:000000000000000d_2,2024-08-05 14:12:43,1447447.0,2301759.0,181573018.0,258169338.0,0.0,0.0,0.0,0.0
of:000000000000000d_3_2024-08-05 14:12:43,of:000000000000000d_3,2024-08-05 14:12:43,1427191.0,2301520.0,151850814.0,258153565.0,0.0,0.0,0.0,0.0
of:000000000000000a_1_2024-08-05 14:12:43,of:000000000000000a_1,2024-08-05 14:12:43,9386037.0,9372106.0,945996975.0,929224164.0,0.0,0.0,0.0,0.0
of:000000000000000a_2_2024-08-05 14:12:43,of:000000000000000a_2,2024-08-05 14:12:43,1415586.0,2301761.0,134292884.0,258150942.0,0.0,0.0,0.0,0.0
of:000000000000000a_3_2024-08-05 14:12:43,of:000000000000000a_3,2024-08-05 14:12:43,7072990.0,7970911.0,671209384.0,812618131.0,0.0,0.0,0.0,0.0
of:000000000000000b_1_2024-08-05 14:12:43,of:000000000000000b_1,2024-08-05 14:12:43,3716433.0,3714299.0,391507750.0,392290402.0,0.0,0.0,0.0,0.0
of:000000000000000b_2_2024-08-05 14:12:43,of:000000000000000b_2,2024-08-05 14:12:43,1415135.0,2301260.0,134273662.0,258127016.0,0.0,0.0,0.0,0.0
of:000000000000000b_3_2024-08-05 14:12:43,of:000000000000000b_3,2024-08-05 14:12:43,1415642.0,2301812.0,134295236.0,258152944.0,0.0,0.0,0.0,0.0
of:000000000000000e_1_2024-08-05 14:12:43,of:000000000000000e_1,2024-08-05 14:12:43,7974385.0,7958549.0,814472469.0,794986787.0,0.0,0.0,0.0,0.0
of:000000000000000e_2_2024-08-05 14:12:43,of:000000000000000e_2,2024-08-05 14:12:43,7074615.0,7974385.0,671236487.0,815355699.0,0.0,0.0,0.0,0.0
of:000000000000000f_1_2024-08-05 14:12:43,of:000000000000000f_1,2024-08-05 14:12:43,9406732.0,9386710.0,975699607.0,949497357.0,0.0,0.0,0.0,0.0
of:000000000000000f_2_2024-08-05 14:12:43,of:000000000000000f_2,2024-08-05 14:12:43,7072803.0,7958710.0,671124438.0,794968748.0,0.0,0.0,0.0,0.0
of:000000000000000f_3_2024-08-05 14:12:43,of:000000000000000f_3,2024-08-05 14:12:43,1430379.0,2334588.0,154651051.0,305500453.0,0.0,0.0,0.0,0.0
of:0000000000000010_1_2024-08-05 14:12:43,of:0000000000000010_1,2024-08-05 14:12:43,10707763.0,10705860.0,1059126952.0,1059926560.0,0.0,0.0,0.0,0.0
of:0000000000000010_2_2024-08-05 14:12:43,of:0000000000000010_2,2024-08-05 14:12:43,9821926.0,10707764.0,936176260.0,1060010252.0,0.0,0.0,0.0,0.0
of:0000000000000011_1_2024-08-05 14:12:43,of:0000000000000011_1,2024-08-05 14:12:43,9371472.0,9369585.0,928226602.0,929023858.0,0.0,0.0,0.0,0.0
of:0000000000000011_2_2024-08-05 14:12:43,of:0000000000000011_2,2024-08-05 14:12:43,7070929.0,7956823.0,671029378.0,794869418.0,0.0,0.0,0.0,0.0
of:0000000000000011_3_2024-08-05 14:12:43,of:0000000000000011_3,2024-08-05 14:12:43,1415135.0,2301212.0,134273186.0,258126232.0,0.0,0.0,0.0,0.0
of:0000000000000014_1_2024-08-05 14:12:43,of:0000000000000014_1,2024-08-05 14:12:43,7971745.0,7957001.0,813084150.0,794972036.0,0.0,0.0,0.0,0.0
of:0000000000000014_2_2024-08-05 14:12:43,of:0000000000000014_2,2024-08-05 14:12:43,7073067.0,7971745.0,671221736.0,813967518.0,0.0,0.0,0.0,0.0
of:0000000000000015_1_2024-08-05 14:12:43,of:0000000000000015_1,2024-08-05 14:12:43,3717581.0,3715488.0,391583600.0,392368060.0,0.0,0.0,0.0,0.0
of:0000000000000015_2_2024-08-05 14:12:43,of:0000000000000015_2,2024-08-05 14:12:43,1416401.0,2302485.0,134357214.0,258208622.0,0.0,0.0,0.0,0.0
of:0000000000000015_3_2024-08-05 14:12:43,of:0000000000000015_3,2024-08-05 14:12:43,1415567.0,2301699.0,134289426.0,258143382.0,0.0,0.0,0.0,0.0
of:0000000000000012_1_2024-08-05 14:12:43,of:0000000000000012_1,2024-08-05 14:12:43,2314087.0,2299293.0,276147724.0,258032405.0,0.0,0.0,0.0,0.0
of:0000000000000012_2_2024-08-05 14:12:43,of:0000000000000012_2,2024-08-05 14:12:43,1415361.0,2314091.0,134282245.0,277031372.0,0.0,0.0,0.0,0.0
of:0000000000000013_1_2024-08-05 14:12:43,of:0000000000000013_1,2024-08-05 14:12:43,9377496.0,9387406.0,928642586.0,946991310.0,0.0,0.0,0.0,0.0
of:0000000000000013_2_2024-08-05 14:12:43,of:0000000000000013_2,2024-08-05 14:12:43,7088704.0,7962806.0,688995514.0,795284630.0,0.0,0.0,0.0,0.0
of:0000000000000013_3_2024-08-05 14:12:43,of:0000000000000013_3,2024-08-05 14:12:43,1415179.0,2301159.0,134274166.0,258117566.0,0.0,0.0,0.0,0.0
of:0000000000000018_1_2024-08-05 14:12:43,of:0000000000000018_1,2024-08-05 14:12:43,3716925.0,3714787.0,391534854.0,392316386.0,0.0,0.0,0.0,0.0
of:0000000000000018_2_2024-08-05 14:12:43,of:0000000000000018_2,2024-08-05 14:12:43,1415870.0,2301472.0,134316852.0,258134492.0,0.0,0.0,0.0,0.0
of:0000000000000018_3_2024-08-05 14:12:43,of:0000000000000018_3,2024-08-05 14:12:43,1415424.0,2301048.0,134281124.0,258100360.0,0.0,0.0,0.0,0.0
of:0000000000000019_1_2024-08-05 14:12:43,of:0000000000000019_1,2024-08-05 14:12:43,3729107.0,3726954.0,409119688.0,409899470.0,0.0,0.0,0.0,0.0
of:0000000000000019_2_2024-08-05 14:12:43,of:0000000000000019_2,2024-08-05 14:12:43,1427775.0,2301550.0,151881311.0,258145224.0,0.0,0.0,0.0,0.0
